velocity,acceleration,distance_re,velocity_re,ttc,ttc_lanechange,lanechange_using
32.09982844246552,1.999999999999993,99.8641236347857,6.085870093431453,16.409150706496828,10.793202096272566,1.0
32.299828442465525,2.0000000000000284,99.25558271190016,6.085409231484768,16.31039357130421,25.54463796800017,1.0
32.49982844246553,2.0000000000000284,98.64708777832453,6.084949338419037,16.21162645335844,-21.477643427691998,0.0
32.69982844246553,2.0000000000000284,98.0386387374926,6.084490411011668,16.11284939024135,-18.867324937792855,1.0
32.899828442465534,2.0000000000000284,97.43023549315976,6.084032446054692,16.014062419360695,-10.79102227532494,0.0
33.09982844246554,2.0000000000000284,96.82187794940005,6.083575440354679,15.915265577950894,61.042462886073345,1.0
33.29982844246554,2.0000000000000284,96.2135660106061,6.0831193907326515,15.816458903074254,-17.776872360679242,1.0
33.33,0.3017155753445877,95.60529958148635,6.082664294024006,15.71764243162171,-100.13997571917007,1.0
33.33,0.0,94.99707856706435,6.082210147078431,15.618816200313926,-35.47290764607704,1.0
33.33,0.0,94.38890287267793,6.081756946759825,15.519980245702344,59.74143592906003,1.0
33.33,0.0,93.78077240397617,6.0813046899462115,15.421134604169884,-128.49885407324064,1.0
33.33,0.0,93.17268706691978,6.080853373529667,15.322279311932187,10.841205632186385,1.0
33.33,0.0,92.56464676777833,6.080402994416236,15.223414405038323,6.930215321100597,1.0
33.33,0.0,91.95665141312983,6.07995354952585,15.124539919371907,50.22134547534703,1.0
33.33,0.0,91.3487009098583,6.079505035792252,15.025655890651842,60.98849367415207,1.0
33.33,0.0,90.7407951651539,6.079057450162914,14.926762354433512,662.7155006418454,0.0
33.33,0.0,90.13293408650954,6.078610789598969,14.82785934610933,14.377890998479252,1.0
33.33,0.0,89.52511758172162,6.078165051075121,14.728946900910039,30.188550883888585,1.0
33.33,0.0,88.91734555888738,6.077720231579583,14.630025053905369,26.38109746520574,0.0
33.33,0.0,88.30961792640393,6.077276328113985,14.531093840005033,16.646861626542226,0.0
33.33,0.0,87.70193459296677,6.076833337693312,14.432153293959566,16.55823417824861,0.0
33.33,0.0,87.09429546756871,6.076391257345822,14.333203450361273,-32.53021628107569,1.0
33.33,0.0,86.48670045949846,6.075950084112968,14.23424434364511,-27.03331560113645,1.0
33.33,0.0,85.87914947833916,6.075509815049333,14.135276008089495,12.918807054874849,1.0
33.33,0.0,85.27164243396723,6.075070447222554,14.036298477817244,22.96825811426925,0.0
33.33,0.0,84.66417923655082,6.074631977713242,13.937311786796378,41.09523649879904,1.0
33.33,0.0,84.05675979654917,6.074194403614914,13.838315968841096,21.95585833713664,1.0
33.33,0.0,83.44938402471048,6.073757722033928,13.739311057612476,17.22128371748081,1.0
33.33,0.0,82.84205183207146,6.073321930089396,13.640297086619483,-64.71596175838285,0.0
33.33,0.0,82.23476312995516,6.072887024913129,13.541274089219634,20.38135387486874,0.0
33.33,0.0,81.62751782997034,6.0724530036495565,13.442242098619971,8.635806570515054,1.0
33.33,0.0,81.02031584401033,6.072019863455655,13.343201147877892,-66.14827934517804,1.0
33.33,0.0,80.41315708425122,6.071587601500884,13.244151269901895,107.03555738184599,0.0
33.33,0.0,79.80604146315108,6.0711562149671146,13.145092497452461,24.271191268454647,0.0
33.33,0.0,79.19896889344857,6.070725701048563,13.046024863142863,-29.567984786375195,1.0
33.33,0.0,78.59193928816156,6.070296056951715,12.946948399439936,27.79372301982913,0.0
33.33,0.0,77.98495256058621,6.06986727989527,12.847863138664934,15.459818733371796,0.0
33.33,0.0,77.37800862429543,6.069439367110057,12.74876911299429,14.096805264345669,0.0
33.33,0.0,76.77110739313794,6.069012315838986,12.64966635446043,390.5356774253301,0.0
33.33,0.0,76.16424878123709,6.068586123336967,12.550554894952592,24.569204320326307,0.0
33.33,0.0,75.55743270298936,6.068160786870848,12.451434766217547,46.26848651711497,0.0
33.33,0.0,74.95065907306336,6.067736303719357,12.352305999860398,37.374175888686466,0.0
33.33,0.0,74.34392780639898,6.067312671173028,12.253168627345426,-59.84127076604317,0.0
33.33,0.0,73.73723881820534,6.066889886534135,12.15402267999671,13.460512124597853,0.0
33.33,0.0,73.13059202396073,6.066467947116635,12.054868188999075,-637.5798490614861,0.0
33.33,0.0,72.55336024798407,5.772317764278732,12.56916848987175,17.531539311805584,1.0
33.33,0.0,71.95617049772875,5.97189750729229,12.049110005448535,13.71770326159699,1.0
33.33,0.0,71.38842400899343,5.677464891928338,12.573974410787145,183.79126903150222,0.0
33.33,0.0,70.8477060552284,5.407179542070601,13.102500939535837,-138.68186418673196,1.0
33.33,0.0,70.28702987680612,5.606761788873733,12.536096085859258,50.14694957345231,1.0
33.33,0.0,69.75359034673598,5.334395305191908,13.076169948849914,13.541029284889087,0.0
33.33,0.0,69.24520054791051,5.083897992596686,13.620466902380436,24.917293352697587,0.0
33.33,0.0,68.75990910539606,4.8529144293418085,14.168757438228194,10.660728911422444,0.0
33.33,0.0,68.25465910804498,5.052499977940624,13.509059735863246,20.102464782650596,1.0
