velocity,acceleration,distance_re,velocity_re,ttc,ttc_lanechange,lanechange_using
32.09982844246552,1.999999999999993,99.8641236347857,6.085870093431453,16.409150706496828,11.785359995258037,1.0
32.299828442465525,2.0000000000000284,99.25558271190016,6.085409231484768,16.31039357130421,53.74905816537265,1.0
32.49982844246553,2.0000000000000284,98.64708777832453,6.084949338419037,16.21162645335844,59.87955347056488,1.0
32.69982844246553,2.0000000000000284,98.0386387374926,6.084490411011668,16.11284939024135,-46.866359940633934,1.0
32.899828442465534,2.0000000000000284,97.43023549315976,6.084032446054692,16.014062419360695,-92.32832134741908,0.0
33.09982844246554,2.0000000000000284,96.82187794940005,6.083575440354679,15.915265577950894,-8.36522032717267,1.0
33.29982844246554,2.0000000000000284,96.2135660106061,6.0831193907326515,15.816458903074254,-22.458609262825387,1.0
33.33,0.3017155753445877,95.60529958148635,6.082664294024006,15.71764243162171,-12.331844873796843,0.0
33.33,0.0,94.99707856706435,6.082210147078431,15.618816200313926,62.234364908009624,1.0
33.33,0.0,94.38890287267793,6.081756946759825,15.519980245702344,-18.23512074237824,1.0
33.33,0.0,93.78077240397617,6.0813046899462115,15.421134604169884,-222.0696043585251,1.0
33.33,0.0,93.17268706691978,6.080853373529667,15.322279311932187,-30.914226241932216,1.0
33.33,0.0,92.56464676777833,6.080402994416236,15.223414405038323,105.677091339457,1.0
33.33,0.0,91.95665141312983,6.07995354952585,15.124539919371907,-182.35045220918408,1.0
33.33,0.0,91.3487009098583,6.079505035792252,15.025655890651842,6.22877664709584,1.0
33.33,0.0,90.7407951651539,6.079057450162914,14.926762354433512,30.981070960528797,1.0
33.33,0.0,90.13293408650954,6.078610789598969,14.82785934610933,101.48365266684667,1.0
33.33,0.0,89.52511758172162,6.078165051075121,14.728946900910039,14.377890998479252,0.0
33.33,0.0,88.91734555888738,6.077720231579583,14.630025053905369,30.188550883888585,1.0
33.33,0.0,88.30961792640393,6.077276328113985,14.531093840005033,33.03569225169377,1.0
33.33,0.0,87.70193459296677,6.076833337693312,14.432153293959566,32.22987115205067,0.0
33.33,0.0,87.09429546756871,6.076391257345822,14.333203450361273,-51.80401128365043,0.0
33.33,0.0,86.48670045949846,6.075950084112968,14.23424434364511,-129.98320385273146,0.0
33.33,0.0,85.87914947833916,6.075509815049333,14.135276008089495,21.557597269931613,1.0
33.33,0.0,85.27164243396723,6.075070447222554,14.036298477817244,25.555239788179556,1.0
33.33,0.0,84.66417923655082,6.074631977713242,13.937311786796378,33.006287019467464,0.0
33.33,0.0,84.05675979654917,6.074194403614914,13.838315968841096,-22.029776994415297,1.0
33.33,0.0,83.44938402471048,6.073757722033928,13.739311057612476,24.728989203746696,1.0
33.33,0.0,82.84205183207146,6.073321930089396,13.640297086619483,8.635806570515054,0.0
33.33,0.0,82.23476312995516,6.072887024913129,13.541274089219634,-55.74178682952226,1.0
33.33,0.0,81.65076992825884,5.839932020619074,13.981435027946272,-69.86813986097319,0.0
33.33,0.0,81.08843442019504,5.6233550842052615,14.419912846838596,77.03666247554473,1.0
33.33,0.0,80.50614213834432,5.822922822250494,13.825703403397613,27.340744487120347,0.0
33.33,0.0,79.94601009678816,5.601320419210335,14.272682401060496,21.92476042282485,0.0
33.33,0.0,79.40649773224726,5.395123648971609,14.718170651320808,24.05400101534144,0.0
33.33,0.0,78.88620712789421,5.202906047008401,15.1619219712862,33.36136422110062,0.0
33.33,0.0,78.38386597514473,5.023411530894542,15.60368077675269,23.310200340581233,0.0
33.33,0.0,77.88156761367784,5.022983618109329,15.505010265769107,-384.82288279187503,0.0
33.33,0.0,77.39631916563363,4.8524844838056005,15.949800545663901,17.598300052705824,1.0
33.33,0.0,76.92703245968464,4.69286706278174,16.39229654443271,803.2652108054244,1.0
33.33,0.0,76.43778828740031,4.892441726315624,15.623616248731715,18.674725295710896,1.0
33.33,0.0,75.96533399787683,4.72454289862582,16.078840818984595,16.027754997506406,0.0
33.33,0.0,75.50859520174218,4.56738796466556,16.532081457734584,22.242616138113608,0.0
33.33,0.0,75.06658741712147,4.420077849454216,16.983053272660758,-70.77468015455514,0.0
33.33,0.0,74.63840656986714,4.281808475724397,17.431473798580367,38.952949308379196,1.0
33.33,0.0,74.22322074878768,4.151858213912178,17.87706567854894,14.753144448964736,0.0
33.33,0.0,73.82026301645709,4.029577326362713,18.31955906092513,28.29582919781606,0.0
33.33,0.0,73.42882511288911,3.914379038679929,18.75869372903515,15.496198473618112,0.0
33.33,0.0,73.04825191844539,3.8057319473819966,19.19422097672595,27.889924968281136,1.0
33.33,0.0,72.64772049933994,4.005314194185125,18.137787848686234,71.32491535530527,0.0
33.33,0.0,72.25912219501197,3.8859830463497538,18.59476363780101,-156.58324627734763,1.0
33.33,0.0,71.88176429693942,3.77357898373565,19.048646953007676,28.134783761966414,1.0
33.33,0.0,71.51500607078455,3.6675822645013696,19.499170276635816,14.93770869974177,0.0
33.33,0.0,71.15825398583249,3.567520852421115,19.946079495722014,40.573297182622824,1.0
33.33,0.0,70.81095748619126,3.4729649992623166,20.389135395801002,13.810245781597283,1.0
33.33,0.0,70.472605229453,3.383522570185999,20.828114926518644,66.1073427493978,1.0
33.33,0.0,70.14272173037791,3.298834993507519,21.262812247446096,58.630506189260146,0.0
33.33,0.0,69.81287935038219,3.298423802737606,21.1654632245278,4.43852382955025,1.0
33.33,0.0,69.4912204244321,3.2165892622352317,21.603940919933645,-37.07951341937324,0.0
33.33,0.0,69.17732015101102,3.139002736903816,22.037922732114964,22.83805816224523,1.0
33.33,0.0,68.86346075478109,3.138593965013815,21.940793270640622,-443.7359887318022,1.0
33.33,0.0,68.55711362713811,3.063471279102714,22.378825715304618,156.00152305321902,1.0
33.33,0.0,68.25789770388053,2.992159235206614,22.812178168514325,218.99602608409003,1.0
33.33,0.0,67.96545727179131,2.924404323484403,23.240707284873135,7.578554979577768,0.0
33.33,0.0,67.6794599996378,2.8599727240924437,23.66428979780445,13.738095170018704,1.0
33.33,0.0,67.39350320650841,2.8595679338698794,23.567639968218838,280.7167687196671,0.0
33.33,0.0,67.11381394675806,2.7968926000411045,23.995763722974022,27.084855540767794,1.0
33.33,0.0,66.840091459752,2.737224872565676,24.41883673544652,16.6257073146339,1.0
33.33,0.0,66.57205425684315,2.6803720315583455,24.83677829243575,10.953213099912828,1.0
33.33,0.0,66.3094387040589,2.6261555302803927,25.249527472466337,34.401189916947146,0.0
33.33,0.0,66.05199772803644,2.574409762633845,25.657042680739742,51.832613452128456,0.0
33.33,0.0,65.79949963231806,2.524980959561603,26.059301077158068,14.059096341911912,1.0
33.33,0.0,65.55172701270578,2.477726198473526,26.456297911412292,,1.0
33.33,0.0,65.30847576173298,2.432512512052604,26.848045778875267,,1.0
33.33,0.0,65.0695541534951,2.389216084678374,27.234573810646495,,1.0
33.33,0.0,64.83478200109272,2.347721526297768,27.615926810563934,,1.0
33.33,0.0,64.60004947308111,2.347325282405226,27.520588966263002,,1.0
33.33,0.0,64.36535649318667,2.3469298012491535,27.425226867313913,,1.0
33.33,0.0,64.13070298536812,2.3465350805051415,27.329840589110983,,1.0
33.33,0.0,63.89608887381593,2.346141117858455,27.234430206754837,,1.0
33.33,0.0,63.66151408295065,2.3457479110039863,27.138995795053493,,0.0
33.33,0.0,63.42697853742271,2.3453554576461926,27.04353742852425,,1.0
33.33,0.0,63.19248216211104,2.344963755499048,26.94805518139484,,0.0
33.33,0.0,62.95802488212241,2.344572802286006,26.852549127604842,,1.0
33.33,0.0,62.72360662279005,2.3441825957399303,26.757019340807073,,1.0
33.33,0.0,62.48922730967296,2.3437931336030644,26.66146589436886,,1.0
33.33,0.0,62.25488686855505,2.343404413626967,26.565888861373626,,1.0
33.33,0.0,62.02058522544437,2.3430164335724726,26.47028831462221,,0.0
33.33,0.0,61.78632230657161,2.3426291912096424,26.37466432663397,,1.0
33.33,0.0,61.55209803838981,2.342242684317714,26.279016969648435,,0.0
33.33,0.0,61.31791234757303,2.3418569106850526,26.183346315626473,,1.0
33.33,0.0,61.08376516101564,2.3414718681091067,26.087652436251666,,1.0
33.33,0.0,60.84965640583122,2.3410875543963527,25.99193540293163,,1.0
33.33,0.0,60.61558600935206,2.3407039673622627,25.896195286799358,,0.0
33.33,0.0,60.38155389912783,2.340321104831247,25.80043215871445,,0.0
33.33,0.0,60.14756000292467,2.3399389646366053,25.70464608926443,,1.0
33.33,0.0,59.91360424872517,2.3395575446204937,25.608837148766263,,1.0
33.33,0.0,59.679686564726104,2.339176842633865,25.513005407267205,,1.0
33.33,0.0,59.44580687933867,2.3387968565364297,25.4171509345465,,0.0
33.33,0.0,59.21196512118709,2.3384175841966126,25.321273800116366,,1.0
33.33,0.0,58.97816121910799,2.338039023491504,25.22537407322345,,1.0
33.33,0.0,58.7443951021492,2.3376611723068166,25.1294518228499,,0.0
33.33,0.0,58.51066669956956,2.3372840285368426,25.03350711771489,,1.0
33.33,0.0,58.276975940837104,2.336907590084408,24.937540026275457,,1.0
33.33,0.0,58.043322755629035,2.3365318548608265,24.84155061672812,,0.0
33.33,0.0,57.80970707383038,2.336156820785863,24.74553895700983,,1.0
33.33,0.0,57.57612882553354,2.335782485787682,24.649505114799425,,0.0
33.33,0.0,57.34258794103735,2.3354088478028103,24.553449157518763,,0.0
33.33,0.0,57.109084350846004,2.335035904776092,24.457371152333817,,1.0
33.33,0.0,56.88390122842387,2.2518312270025937,25.261062168286855,,0.0
33.33,0.0,56.658755261927986,2.251459667759775,25.165231436719182,,1.0
33.33,0.0,56.43364638247414,2.251088797359124,25.069377873898407,,0.0
33.33,0.0,56.208574521380505,2.2507186137783357,24.973501548470665,,1.0
33.33,0.0,55.983539610166474,2.2503491150032104,24.877602528824205,,1.0
33.33,0.0,55.75854158055197,2.2499802990276194,24.78168088309056,,0.0
33.33,0.0,55.53358036445703,2.249612163853456,24.68573667914599,,0.0
33.33,0.0,55.30865589400062,2.2492447074906003,24.58976998461245,,
33.33,0.0,55.08376810149955,2.248877927956876,24.49378086685866,,
33.33,0.0,54.85891691946864,2.2485118232780117,24.397769393001695,,
33.33,0.0,54.63410228061895,2.248146391487605,24.30173562990765,,
33.33,0.0,54.40932411785754,2.247781630627074,24.205679644193168,,
33.33,0.0,54.18458236428654,2.2474175387456263,24.109601502226404,,
33.33,0.0,53.95987695320229,2.2470541139002123,24.01350127012822,,
33.33,0.0,53.73520781809482,2.2466913541554945,23.917379013773363,,
33.33,0.0,53.510574892646986,2.246329257583799,23.821234798791647,,
33.33,0.0,53.285978110733325,2.2459678222650865,23.72506869056881,,
33.33,0.0,53.06141740641981,2.24560704628691,23.62888075424791,,
33.33,0.0,52.83689271396297,2.2452469277443754,23.5326710547304,,
33.33,0.0,52.612403967808945,2.2448874647401027,23.436439656677152,,
33.33,0.0,52.38795110259308,2.2445286553841974,23.34018662450963,,
33.33,0.0,52.16353405313872,2.2441704977941974,23.243912022410942,,
33.33,0.0,51.93915275445683,2.243812990095055,23.147615914326884,,
33.33,0.0,51.71480714174501,2.24345613041908,23.05129836396713,,
33.33,0.0,51.49049715038713,2.2430999169059227,22.954959434806273,,
